path,blob_oid,classification,copyright_holder,source,upstream_license,relicense_status,evidence
mobile/android/app/src/test/java/com/getcapacitor/myapp/ExampleUnitTest.java,0297327842dfa194b316aec9730bb3c7349b7282,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
mobile/android/build.gradle,85a5dda2db064a156ce4416dd5c9f48dfa16a926,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
mobile/android/capacitor.settings.gradle,9a5fa872e75f3ac9cb82951943ec4ce0ba50005e,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
mobile/android/gradle.properties,2e87c52f83c298527b1d1c747d496227dc0c6e71,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
mobile/android/gradle/wrapper/gradle-wrapper.jar,033e24c4cdf41af1ab109bc7f253b2b887023340,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
mobile/android/gradle/wrapper/gradle-wrapper.properties,c747538fb38b53a877ffe8d2fe0faa0b28dc864f,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
mobile/android/gradlew,fcb6fca147c0cd248611f3d67b8d74b470402795,evidence-required,not-established,repository-baseline:100755:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
mobile/android/gradlew.bat,6689b85beecde676054c39c2408085f41e6be6dc,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
mobile/android/settings.gradle,3b4431d7724bd82d1aeb2ce59e7a0504b8869f81,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
mobile/android/variables.gradle,8ef305d0d2144f29347e5ae39da97abc197e3888,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
mobile/capacitor.config.ts,89831e6efa99c8e52d51039ea698fe973ea239cd,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
mobile/ios/.gitignore,f47029973b442a32c7ce8a83195f29d70661f124,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
mobile/ios/App/App.xcodeproj/project.pbxproj,aae5815c153893c62c10f1f33fe3b33c66c5f8ba,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
mobile/ios/App/App.xcworkspace/xcshareddata/IDEWorkspaceChecks.plist,18d981003d68d0546c4804ac2ff47dd97c6e7921,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
mobile/ios/App/App/AppDelegate.swift,c3cd83b5c0a62be3fc56a7909aedc70ccf6a92c0,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
mobile/ios/App/App/Assets.xcassets/AppIcon.appiconset/AppIcon-512@2x.png,8cabe5498d339a559a2539ceecfe377f5babe445,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
mobile/ios/App/App/Assets.xcassets/AppIcon.appiconset/Contents.json,9b7d382dcecca887eac19d7f1c4c8dc57abe00e4,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
mobile/ios/App/App/Assets.xcassets/Contents.json,da4a164c918651cdd1e11dca5cc62c333f097601,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
mobile/ios/App/App/Assets.xcassets/Splash.imageset/Contents.json,d7d96a67c0d764a2ddfc9545441c627e6d5fa1fc,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
mobile/ios/App/App/Assets.xcassets/Splash.imageset/splash-2732x2732-1.png,33ea6c970f2df1db62a624a55e5bbcc4ee07bbdf,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
mobile/ios/App/App/Assets.xcassets/Splash.imageset/splash-2732x2732-2.png,33ea6c970f2df1db62a624a55e5bbcc4ee07bbdf,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
mobile/ios/App/App/Assets.xcassets/Splash.imageset/splash-2732x2732.png,33ea6c970f2df1db62a624a55e5bbcc4ee07bbdf,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
mobile/ios/App/App/Base.lproj/LaunchScreen.storyboard,e7ae5d7802c067edcd71596688fa7b059de8a262,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
mobile/ios/App/App/Base.lproj/Main.storyboard,b44df7be8f82acfcd747fd8d77fcd7a87b788f6f,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
mobile/ios/App/App/Info.plist,36e80d5baff8169578b081612f2279a02be4dd6d,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
mobile/ios/App/Podfile,c66ecd4026af7bbdb24d18f584799eb0fa5c6423,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
mobile/package-lock.json,b864968326e6f46c94c893353aa245e06ad181d2,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
mobile/package.json,59cb33d89511999a886b8f0745f46c0efd3367ea,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
mobile/scripts/gen_icons.py,c19acfac22e3f8410aacaaa7d50fc313956a9728,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
mobile/www/index.html,a0833b463abf7435b1a9f5888815f2e9cdf7027e,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
scripts/quickstart.sh,e774ee15158f2f29b6c911b5dc3c5c69e75ce9da,evidence-required,not-established,repository-baseline:100755:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
scripts/safe_deploy.sh,dbefb63c6a8d3dbf7e64a522b1aa4bab5609943f,evidence-required,not-established,repository-baseline:100755:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/Dockerfile,5f83de35c00d8d2aa05d2f2263dbe0c9c3bb0d69,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/__init__.py,e69de29bb2d1d6434b8b29ae775ad8c2e48c5391,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/accounts.py,16d4ccb3e1dbab405cd906f178a0931a36818f42,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/admin.py,9a91a3d6daa9bc47be9011ff47148af7f2797a91,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/config.py,1a7455793e344310bd3425ad1e79505b56543c3b,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/credits.py,53e8b0d78b766463b12794e211b9a2b069289b65,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/currency.py,20156ad00664d2ef026655634f453209742b84a9,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/db.py,9fd7daefcd78a96f3849266be740072407aaab2c,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/desktop_updates.py,86fdef49ea56bc560d155ac97869eb37de4726a2,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/device_auth.py,47b09314c600342a4c5fe5ad1394a16603609623,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/gateway.py,78bc8c3f5423fdf29bfc65a3d166023a9a2031a8,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/github_stars.py,6cd02ce884994eb90f71beb18d2116f1c117e3e6,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/i18n.py,d9a7d3f3eafefa88fb69bd3241159e4d48416e50,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/main.py,cd9bccb23d99ff7069de6803a2d70c02db4c297b,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/model_catalog.py,8822c05b0fb9f867f1b49d1abab4fd6f6a197f94,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/oauth.py,9289a992b7a1577155e655b824e78f0fae2c8530,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/payments/__init__.py,e69de29bb2d1d6434b8b29ae775ad8c2e48c5391,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/payments/alipay_provider.py,654fd8c8d3b9a7324ec186d277473b85a7306650,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/payments/api.py,d27a3e491276c2a7be6f3979eb3d82110b815db8,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/payments/base.py,23fef31994a8b1dc54a96f0916653318dbdc4540,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/payments/stripe_provider.py,cfdfbf6797a5d1446b4f1e66e7380cb6c3035998,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/payments/waffo_provider.py,a83430fa3d2ddadcd1c773fce3538c5d58a64959,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/payments/wechatpay_provider.py,868251cb3722ebb87cab67995dda6a07cf7ce984,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/plans.py,3c2386d8b7453599afe5f534a8ba7a6e47eb3a5a,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/rate_limit.py,c1f176e6c97b2adeec47bab4faec1c493a2fd8be,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/release_throttle.py,9e35d919e893dd521b41e6e21c2ff5d68f070b8a,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/security.py,162eebd9ab16f18a59b86cbcb66ebc5e563894d0,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/static/app.css,f65a81b46420ca53f846ed75b6c6518995899f15,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/static/app.js,eda41623f6ad8730947065a39a6b17548ccfafa4,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/static/hero-waves.js,a06301cae2daf1c93611d42f1f664bdc8687adcd,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/static/img/desktop-preview.png,92b5aad47ac4629911996f39b223fd9d1851d9e3,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/static/pwa/icon-180.png,351a4a9645deb8b5b82bd248e0385a07c901d797,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/static/pwa/icon-192.png,0ed6f552afb9cf5a0c92bacc4c82eb171c0c7d73,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/static/pwa/icon-512.png,408b651639e7f39dbf134fb3c6bc5a81f7b086f5,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/static/pwa/icon-maskable-512.png,1338b208734c176ee1e7c5e31f4bbdc1513ab36c,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/static/pwa/manifest.webmanifest,8b22182c2a71051a170f2efe23399e9d9d5fa89f,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/static/pwa/mobile.css,64cf6e0661693b0ad1ef45bcb5398682c578dbb1,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/static/pwa/sw.js,6bacbb964e34ae925b55283bb1238500c0b79cb1,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/static/pwa/workspace-chrome.css,e8b5ff3983e1a2cbbe0b464e78d270031cd51fde,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/static/pwa/workspace-chrome.js,a26009525f0d7bee61708821762c9ff5355e6fd5,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/static/qr.js,b0d3c359bcfb833f1818098b9366e41bc561cd8c,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/teams.py,b3d23f5171b3af2e75f429081f348804fb6f99cb,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/templates/activate.html,fb572786bf34e200a86b4ddbc23c64f3b5a67c39,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/templates/admin.html,8f944ea59471350b0282f54900708442c051d00c,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/templates/base.html,82308244054fc87288cb8d7f238877a09b23fa58,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/templates/console.html,943a0b1583bbfea14b03fe2e3b2d3900af97e7de,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/templates/download.html,2440709f2e46740def2b7f0c21d30862c2a7adbb,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/templates/index.html,4ff248bf3e2c24b1635646b5839b2824b9702214,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/templates/legal.html,3b4bbb13c89c83abf25c53fed7e7e2f33b5f7fb1,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/templates/login.html,8af5fb2f654b6cff03efda3908027f7e4e4fae4f,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/templates/orders.html,4b00f357de668e2e4354b2f3a3fdfda9aec57f85,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/templates/pricing.html,4b3b8a1e91c4e5ef5dc83b8ed62af280f9a76487,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/templates/product.html,9f82d72256b308f6a6b9444c064d6b2b842020f4,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/templates/resources.html,3924e7e194b47d228f6ea9e1959b891074f926ce,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/templates/solutions.html,ec3f965cf8cef57f2c6ad6d5dd925820034477dc,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/templates/team.html,addffdaaa9d519605a1a97b5220f882a592137b1,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/templates/works.html,3526f416cc4f1a2dbb3af90598b40d67bdd1c9e2,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/webpages.py,23b6c63fd6da9ffcff0dc4b5d2dbacbc038f3a8e,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/work_access.py,5d2e548808eef4c2b0c72779411417a305a78689,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/workbackend.py,98917756c6cf44e4982199f2ee402e887e3eceee,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/workspace.py,060ccf5aa5ac82eda1b086f534d6156a94e95608,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/app/zhipu_search.py,93804e4cd2e39fa5ed79535d5ff594b25a2c769f,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/config/i18n/en.json,a4163c04b2e48290324acd29b5551e44e8cf96b4,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/config/i18n/zh.json,2d47aca7759b4a0870f54837734a4d3935e916ef,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/config/models.curated.txt,1d030202688b79bc94528393919259f008feca76,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/config/models.json,0fc7237f728ecfcd906600617fb62a9122582286,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/config/pricing.cny.json,b507ac7b772db3d24c2d2e2a049e6b1066ee0ba2,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/config/pricing.eur.json,ea391363b80b65997b442a31c8b3f4a8d91a4595,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/config/pricing.gbp.json,608f76c3da6bc55759590059c732ec29020c6de1,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/config/pricing.hkd.json,e3e5e6a5a9ca7d56b957db2fe417292ccf169fea,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/config/pricing.jpy.json,8255f7fec44627d87ca94367e771c643e40b19b7,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/config/pricing.usd.json,e3de28c62ed39eac1a17e9d9233c1bde250c974b,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/pyproject.toml,c6cba1fc1332bb6eb5c2eeecd857981006140de5,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/scripts/eci_image_cache.py,447f683478da1e67d2424ccea4c35da4af3d0429,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/scripts/gen_models.py,07ec10029b5dcc2ed8251de1db1c4a8a62349016,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/scripts/gen_pricing.py,ae97c97c484d3f9a33240ef1e4d562f07453ce4d,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/scripts/migrate_sqlite_to_pg.py,b3fea7b86851ccce069f0867bc97ec966309da56,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/scripts/waffo_retire_products.py,9e6d5585109acae3551eade5f7c679e911f2c469,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/scripts/waffo_sync_catalog.py,51b66a215b43d311a3e3f13e93a92e3a8d930fbe,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/tests/__init__.py,e69de29bb2d1d6434b8b29ae775ad8c2e48c5391,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/tests/_signup.py,39ed263440c439bb791dd1d09d77c9bb18fd62b4,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/tests/js/sidebar_tap.test.mjs,adee0f41ba3dd89801dd8c24f32a42a89247fd86,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/tests/test_api_keys.py,8085197e632bc3628d189463027090da05590427,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/tests/test_core.py,dcd2bce12532e309ff2112ff263fdc593bdbcc82,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/tests/test_oauth.py,d4ad0c67d96a86f93de61d89e4e38c7e0cc3ecc2,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/tests/test_payments.py,942fd2ff34169bfa87f1181b578b146fa5ecdc90,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/tests/test_pricing_tables.py,1d3af528bfb33b375aea7150bb7e1e182ec91e0e,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/tests/test_site_copy.py,1be303a72d6a0572468f1b8367aa54617d5dcf33,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/tests/test_teams.py,ff99beb7866f119bef602b0cdf1e85ba0561d802,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/tests/test_waffo.py,2fa325170e236c0fea843dfbcf4ab71cd8035c27,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/tests/test_webpages.py,7ae1b5af78783b002f48b1237b7c9ea787115c58,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/tests/test_work_access.py,6244d140402ab7fcd96aed07bc9fb0d99df88252,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/tests/test_work_eci.py,6abc6b2d135219897f1336d07c8a08a567251fff,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/tests/test_workspace.py,d266575a02eb22db4097564baaa48a59f97b9d0f,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
server/tests/test_zhipu_search.py,364dc95dac279553ac18b508c2ee76cd1899c474,evidence-required,not-established,repository-baseline:100644:945439f346a291722f8f0883e3c3c789d3c0463c,not-established,not-authorized,review-required
